,author_id,Author
21524,1021525,"حكيم الامت مولانا اشرف علي تهانوي رح  ( হাকীমুল উম্মত মাওলানা আশরাফ আলী থানভী রহ.)                                 ,                                                                     মাওলানা এ কে এম ফজলুর রহমান মুনশী                                 ,                                                                     মাওলানা আহমদ ছৈয়দ কাওছার"
21525,1021526,"হুজ্জাতুল ইসলাম আবু হামেদ মুহাম্মদ আল গাযযালী (রহ:)                                 ,                                                                     মুফতী মুহাম্মদ বিলাল হুসাইন"
21526,1021527,প্রশান্ত ত্রিপুরা
21527,1021528,হাফেজ মাওলানা বোরহান উদ্দীন আশরাফী
21528,1021529,মাওলানা মোঃ গোলাম জিলানী
21529,1021530,এ্যাড. কাজী আব্দুল আলা
21530,1021531,"মাওলানা মোঃ গোলাম জিলানী                                 ,                                                                     মাওলানা এনামুল হক সন্দ্বীপী"
21531,1021532,"মাওলানা আহমদ ছৈয়দ কাওছার                                 ,                                                                     মাওলানা এ কে এম ফজলুর রহমান মুনশী"
21532,1021533,মুহাম্মদ রাকিব হাসান
21533,1021534,"আবদুল্লাহ মঈন আল শেখ                                 ,                                                                     আল্লামা মুফতী হাফেজ আহমাদুল্লাহ (مفتى حافظ احمد الله)"
21534,1021535,"মাওলানা কামরুল ইসলাম শাকের                                 ,                                                                     মুফতি হানিফ আল হাদী"
21535,1021536,"মোহাম্মদ শাহজাহান খান                                 ,                                                                     মাওলানা আকমাল হোসেন খান"
21536,1021537,মাও. মোঃ সাইদুর রহমান
21537,1021538,"হুজ্জাতুল ইসলাম ইমাম গাযযালী রহ.                                 ,                                                                     মাওলানা আকমাল হোসেন খান"
21538,1021539,"হযরত মাওলানা যমীর উদ্দিন (রহ.)                                 ,                                                                     মাওলানা আকমাল হোসেন খান"
21539,1021540,"আল্লামা ইবনে কাছীর (রহ.)                                 ,                                                                     মাওলানা মুফতী উবায়দুর রহমান খান নদভী                                 ,                                                                     মাওলানা মোঃ শামছুল হক"
21540,1021541,"মুফতী মুহাম্মাদ ইদরীস কাসেমী                                 ,                                                                     মুফতী হাবীবুর রহমান খাইরাবাদী"
21541,1021542,"মাওলানা মুহাম্মাদ সাজিদ কাসেমী                                 ,                                                                     মাওলানা আব্দুস সাত্তার"
21542,1021543,মুফতী মুহাম্মাদ ইদরীস কাসেমী
21543,1021544,"(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তাকী উসমানী                                 ,                                                                     মুফতী জাবের কাসেমী"
21544,1021545,"হযরত মুজাদ্দিদে আলফেসানী (রহ.)                                 ,                                                                     মাওলানা মোহাম্মাদ মিজানুর রহমান জাহেরী                                 ,                                                                     আলহাজ্ব মাওলানা ছাইদুল্লাহ"
21545,1021546,"শায়খ ওলিউদ্দীন মুহাম্মদ ইব্‌নে আবদুল্লাহ খতীব তাবরেযী (র)                                 ,                                                                     মাওলানা শামছুল হক                                 ,                                                                     মাওলানা মোহাম্মাদ মিজানুর রহমান জাহেরী"
21546,1021547,মাসফিয়া যাহীন
21547,1021548,"জে. আর. আর. টোলকিন                                 ,                                                                     শাহেদ জামান"
21548,1021549,মুহাম্মাদ নাসীল শাহরুখ
21549,1021550,বিধান রায়
21550,1021551,বিমল চক্রবর্তী
21551,1021552,"حكيم الامت مولانا اشرف علي تهانوي رح  ( হাকীমুল উম্মত মাওলানা আশরাফ আলী থানভী রহ.)                                 ,                                                                     হযরত মাওলানা মোহাম্মদ ওমর ফারুক"
21552,1021553,"মাওলানা ফযল মুহাম্মদ                                 ,                                                                     হযরত মাওলানা মোহাম্মদ ওমর ফারুক"
21553,1021554,"মাওলানা নূরুল ইসলাম ওলীপুরী                                 ,                                                                     মাওলানা শহীদুল ইসলাম মাজহেরী"
21554,1021555,"মাওলানা মামুনুল হক                                 ,                                                                     মাওলানা শহীদুল ইসলাম মাজহেরী"
21555,1021556,"আবদুর রউফ সাখরবী                                 ,                                                                     মাওলানা মুহাম্মাদ সাইফুর রহমান কাসেমী"
21556,1021557,"মুফতী আব্দুর রউফ সাখরাভী                                 ,                                                                     মাওলানা মুহাম্মাদ সাইফুর রহমান লক্ষ্ণীপুরী"
21557,1021558,"মুফতী আব্দুর রউফ সাখরাভী                                 ,                                                                     মাওলানা মুহাম্মাদ সাইফুর রহমান কাসেমী"
21558,1021559,"(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তাকী উসমানী                                 ,                                                                     হযরত মাওলানা মোহাম্মদ ওমর ফারুক"
21559,1021560,সৈয়দ কুতুব উদ্দিন চিশতী
21560,1021561,কাজী আকরম হোসেন
21561,1021562,"র‌্যাচেল্‌ এল. কার্সন                                 ,                                                                     এম. এ. মান্নান"
21562,1021563,এডগার স্নো
21563,1021564,"নেলসন ম্যান্ডেলা                                 ,                                                                     নেতাজী সুভাষ চন্দ্র বসু"
21564,1021565,সপ্তবহ্নি
21565,1021566,সতীশ পাকড়াশী
21566,1021567,সমর বসু
21567,1021568,অমিতা দেবী
21568,1021569,মনযূর আহমাদ
21569,1021570,"মল্লিক আহমেদ সরওয়ার                                 ,                                                                     শহীদুল ইসলাম                                 ,                                                                     শহীদ মনজুর হাসান (রহ.)                                 ,                                                                     মনযূর আহমাদ"
21570,1021571,"সরদার ফজলুল করিম                                 ,                                                                     শেখ রফিক"
21571,1021572,আনন্দ প্রসাদ গুপ্ত
21572,1021573,বিশ্বনাথ দে
21573,1021574,আলি আরমান
21574,1021575,আরিফ আলমাস
21575,1021576,"প্রফেসর  পরেশ চন্দ্র মন্ডল                                 ,                                                                     মালবিকা বিশ্বাস"
21576,1021577,আইস মিডিয়া
21577,1021578,শাহীন শাহ্‌
21578,1021579,আবদুল কাইয়ুম সরকার
21579,1021580,"হুসেন হাক্কানী                                 ,                                                                     মেজর জেনারেল এ কে মোহাম্মদ আলী শিকদার পিএসপি (অব.)"
21580,1021581,"বিষ্ণু শর্মা                                 ,                                                                     তীর্থপতি দত্ত"
21581,1021582,"মাওলানা আব্দুল আজিজ                                 ,                                                                     মুহাম্মদ হারুন আজীজি নদভী                                 ,                                                                     শাইখ মোহাম্মদ নোমান আকরামুজ্জামান বিন আবদুস সালাম"
21582,1021583,কাউসারী মালেক রোজী
21583,1021584,"প্রিন্সিপাল ইবরাহীম খাঁ                                 ,                                                                     ডক্টর আশরাফ সিদ্দিকী"
21584,1021585,মেজর জেনারেল এ আই আকরাম
21585,1021586,ড. মুহাম্মদ জামাল উদ্দিন
21586,1021587,তৌহিদুল ইকবাল সম্পদ
21587,1021588,"সিকান্‌দার আবু জাফর                                 ,                                                                     রবিউল হোসেন"
21588,1021589,"মানিক বন্দ্যোপাধ্যায়                                 ,                                                                     রবিউল হোসেন"
21589,1021590,প্রবাল জামান
21590,1021591,মনজুর আলী নন্‌তু
21591,1021592,"জন টেইলর                                 ,                                                                     ইশতিয়াক হাসান"
21592,1021593,"হযরত মাওলানা মুফতী মুহাম্মদ শফী (রহ.)                                 ,                                                                     মাওলানা মুহাম্মদ মুনীরুজ্জমান সিরাজী"
21593,1021594,"ইমাম অলিয়ুদ্দীন মুহাম্মদ ইবনে আবদুল্লাহ আল খতীব আল উমরী                                 ,                                                                     মুফতী মীযানুর রহমান কাসেমী"
21594,1021595,"আবদুল্লাহ আল মামুন                                 ,                                                                     এফ. এম. শহীদুল্লাহ                                 ,                                                                     আহম্মেদ শরীফ খান"
21595,1021596,"মাওলানা মুহাম্মদ ইব্রাহীম                                 ,                                                                     মাওলানা আলমগীর হুসাইন যশোরী"
21596,1021597,"হুজ্জাতুল ইসলাম ইমাম গাযযালী রহ.                                 ,                                                                     শর্ষিণা লাইব্রেরী"
21597,1021598,হযরত মাওলানা শাহ মুহাম্মদ মোহিববুল্লাহ
21598,1021599,হযরত মাওলানা মুফতি মোহাম্মদ শফী (রহ.)
21599,1021600,"মাওলানা মুহাম্মদ মফিজুল ইসলাম                                 ,                                                                     মাওলানা মোহাম্মদ বশির উদ্দিন"
21600,1021601,"মাওলানা মুহাম্মদ মফিজুল ইসলাম                                 ,                                                                     রুহুল আমিন বাবুল"
21601,1021602,"মাওলানা মুহাম্মদ মফিজুল ইসলাম                                 ,                                                                     মাওলানা মোহাম্মদ আবুল কালাম মাসূম"
21602,1021603,"মাওলানা মুহাম্মদ মফিজুল ইসলাম                                 ,                                                                     মোহাম্মদ আবদুল হালিম মিয়া"
21603,1021604,"মাওলানা আবু তালহা আনসারী                                 ,                                                                     মুনশি মুহাম্মদ উবাইদুল্লাহ                                 ,                                                                     মুফতি রেজাউল করিম                                 ,                                                                     মুফতি আবদুস সালাম"
21604,1021605,"মাওলানা যুলফিকার আহমদ নকশবন্দী                                 ,                                                                     অলিউল্লাহ আরমান"
21605,1021606,"মাওলানা রাফআত কাসেমী                                 ,                                                                     মুফতি মুহিউদ্দীন কাসেমী"
21606,1021607,"শেখ আবুল আব্বাস আহমদ ইবনে আলী বুনী (র.)                                 ,                                                                     মাওলানা এনামুল হক সন্দ্বীপী"
21607,1021608,"মোঃ আতাউর রহমান                                 ,                                                                     মোঃ মিজানুর রহমান                                 ,                                                                     কামরুল ইসলাম                                 ,                                                                     মোহাম্মদ সাখাওয়াত হোসেন                                 ,                                                                     শামীম হোসেন                                 ,                                                                     আব্দুর রাজ্জাক"
21608,1021609,"আব্দুল মালিক আল কাসিম                                 ,                                                                     মাওলানা আবু নাঈম মুহাম্মদ সাজিদ                                 ,                                                                     মাওলানা আবুল ফাতাহ মুহা. ইয়াহইয়া"
21609,1021610,"নিকোলাই নোসভ                                 ,                                                                     অরুণ সোম                                 ,                                                                     নিয়াজ মোরশেদ"
21610,1021611,"সিদ্দীক আহ্‌মদ নোমান                                 ,                                                                     মুফতি মুঈনুদ্দীন তৈয়্যবপুরী"
21611,1021612,"حكيم الامت مولانا اشرف علي تهانوي رح  ( হাকীমুল উম্মত মাওলানা আশরাফ আলী থানভী রহ.)                                 ,                                                                     মাওলানা আহমদ মায়মূন"
21612,1021613,"حكيم الامت مولانا اشرف علي تهانوي رح  ( হাকীমুল উম্মত মাওলানা আশরাফ আলী থানভী রহ.)                                 ,                                                                     হাফিয মাওলানা মোহাম্মদ যুবায়ের                                  ,                                                                     মাওলানা মোহাম্মদ আবুল কালাম মাসূম                                 ,                                                                     মাওলানা মোহাম্মদ মোস্তফা                                 ,                                                                     মাওলানা আহমদ করিম সিদ্দীক"
21613,1021614,"মাওলানা আব্দুল গাফফার শাহপুরী                                 ,                                                                     আমিরুল ইসলাম ফরদাবাদী                                 ,                                                                     মাওলানা হাবীবুর রহমান"
21614,1021615,"(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তাকী উসমানী                                 ,                                                                     মনযূর আহমাদ                                 ,                                                                     মাওলানা মোহাম্মদ মোস্তফা"
21615,1021616,পাওলো কোয়েলহো
21616,1021617,"পাওলো কোয়েলহো                                 ,                                                                     দীনেশ শর্মা"
21617,1021618,সানাউল হক মধু
21618,1021619,"প্রকৌশলী মইনুল হোসেন                                 ,                                                                     মাওলানা মুহাম্মদ তাহের রহ."
21619,1021620,এ. শিভাথানু পিল্লাই
21620,1021621,"মার্ক টোয়েন                                 ,                                                                     শেখ আবদুল হাকিম"
21621,1021622,"গিলিয়ান ফ্লিন                                 ,                                                                     প্রান্ত ঘোষ দস্তিদার"
21622,1021623,আহমদ আফিফ শামীম
21623,1021624,রোন্ডা বাইর্ণ
21624,1021625,লিপি হালদার
21625,1021626,"অজ্ঞাত                                 ,                                                                     রিজভী বাহাদুর"
21626,1021627,রিজভী বাহাদুর
21627,1021628,এ. কে. এম. আবদুল আউয়াল মজুমদার
21628,1021629,"মাওলানা তারিক জামিল                                 ,                                                                     মাওলানা আবুল কালাম আজাদ"
21629,1021630,হাফেজ মাওলানা মোঃ রফিকুল ইসলাম খান
21630,1021631,"অসীম কুমার সাহা                                 ,                                                                     ড. বোরহান বুলবুল                                 ,                                                                     ড. অনুপম হাসান"
21631,1021632,"মাওলানা তারিক জামিল                                 ,                                                                     মাওলানা শামছুল হক"
21632,1021633,"মাওলানা মোঃ শামছুল হক                                 ,                                                                     মাওলানা মোঃ আশরাফ উজ্জামান"
21633,1021634,"মাওলানা আহমাদ শফী                           ,                                                         মাওলানা আতিকুর রহমান"
21634,1021635,"হুজ্জাতুল ইসলাম ইমাম গাযযালী রহ.                           ,                                                         মাওলানা মাজহার উদ্দিন                           ,                                                         মাওলানা আতিকুর রহমান"
21635,1021636,বিদেশ কুমার
21636,1021637,"হুজ্জাতুল ইসলাম ইমাম গাযযালী রহ.                           ,                                                         হাফেজ মাওলানা মোঃ রফিকুল ইসলাম খান"
21637,1021638,"আলামা সাজ্জাদ হোসেন রনি চিশতী সাবেরী                           ,                                                         আল্লামা মুফতী মোখতাররেজা মাসূমী                           ,                                                         মুফতী সৈয়দ জাকারিয়া উদ্দীন জিলানী                           ,                                                         ড. মুফতী খাজা বাকী বিল্লাহ মিশকাত চৌধুরী"
21638,1021639,"মাওলানা বদরুদ্দীন ইসহাক                           ,                                                         মাওলানা মোঃ আবদুল জলীল"
21639,1021640,"হুজ্জাতুল ইসলাম ইমাম গাযযালী রহ.                           ,                                                         আল্লামা মুফতী মোখতাররেজা মাসূমী                           ,                                                         আল্লামা সাজ্জাদ হোসেন রনি চিশতী সাবেরী"
21640,1021641,আল্লামা মুফতী মোখতাররেজা মাসূমী
21641,1021642,শাহ্ মোহাম্মদ মোহেব্বুল্লাহ (মা.জি.আ)
21642,1021643,"জেমস জয়েস                           ,                                                         সরকার আলী মনজুর"
21643,1021644,আশরাফ ইকবাল
21644,1021645,মোঃ নূরুল আনোয়ার
21645,1021646,নাফিস অলি
21646,1021647,মোহাম্মাদ গোলাম ওয়ারিস
21647,1021648,মনীন্দ্র নাথ বৈরাগী
21648,1021649,শর্ষিণা লাইব্রেরী
21649,1021650,"আবু সাঈদ মোঃ হবিবুল্লাহ খান                           ,                                                         হাকীম হযরত মাওলানা মোঃ মোস্তফা"
21650,1021651,"ভিক্টর ড্যানার                           ,                                                         মুহাম্মদ আলমগীর"
21651,1021652,আতিয়া বানু
21652,1021653,"মাওলানা ডক্টর শাহ্‌ মুহাম্মাদ আবদুর রহীম                           ,                                                         মুহাম্মদ শাহিদুল ইসলাম"
21653,1021654,আয়শা সিদ্দিকা আশা
21654,1021655,"শশাঙ্ক এস ব্যানার্জী                           ,                                                         তানভীর চৌধুরী"
21655,1021656,জামালউদ্দিন হোসেন
21656,1021657,সাকিব নাভিদ সিদ্দিকী
21657,1021658,শায়েখ সৈয়দ মুহাম্মদ জয়নাল আবেদীন শাহ্‌ সাহেব
21658,1021659,অনতু দাস
21659,1021660,কাজী খালেদা ইয়াসমীন
21660,1021661,"তাহমিদ রণন                           ,                                                         আইমান রিদয়"
21661,1021662,তনিমা আফরোজ
21662,1021663,তাহেরা ওয়াহিদ
21663,1021664,"(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তাকী উসমানী                           ,                                                         মাওলানা আবু বকর সিদ্দীক"
21664,1021665,"সাইয়েদ আবুল হাসান আলী নদভী রহ.                           ,                                                         মাওলানা মুহাম্মদ যাইনুল আবিদীন"
21665,1021666,আবু সাকী মাহবুব
21666,1021667,"মাওলানা মোহাম্মদ আবুল কালাম মাসূম                           ,                                                         মাওলানা মোহাম্মদ মোস্তফা"
21667,1021668,এইচ. এম. মেহেদী হাসান
21668,1021669,এলিতা
21669,1021670,"মাওলানা মুহাম্মদ ইদরীস কান্দলভী                           ,                                                         হাফেজ ফজলুল হক শাহ"
21670,1021671,"মাওলানা ইদরিস কান্ধলবি র.                           ,                                                         মাওলানা মুহাম্মদ যুবায়ের"
21671,1021672,কাজী মুহাম্মদ সুলাইমান সালমান মনসুরপুরী
21672,1021673,"এনায়েতুল্লাহ আল্‌তামাশ                           ,                                                         মাওলানা মুহাম্মদ মুহিউদ্দীন"
21673,1021674,"সুভাষ চন্দ্র বোস                           ,                                                         রাব্বি উস সানী"
21674,1021675,মুফতী মুহাম্মদ শরীফ হোসাইন
21675,1021676,"বিনতে আদেল                           ,                                                         জামীল আহমাদ                           ,                                                         মাওলানা আহসান ইলিয়াস"
21676,1021677,"ড. মাজহার ইউ কাজী                           ,                                                         মাওলানা ফয়জুল্লাহ মুজহিরী                           ,                                                         মাওলানা লিয়াকত আলী                           ,                                                         ড. মাওলানা শামসুল হক সিদ্দিক"
21677,1021678,"নসীম হিজাযী                           ,                                                         মাওলানা বজলুর রহমান                           ,                                                         এম এ মোতালিব"
21678,1021679,"শামস্‌ আল্‌দীন                           ,                                                         ড. বোরহান বুলবুল"
21679,1021680,রমাকান্ত রায়
21680,1021681,শ্রী যোগেন্দ্র কিশোর রায়
21681,1021682,"মওলানা মুহাম্মদ হাবীবুল্লাহ কাসেমী                           ,                                                         হাফেজ মাওলানা সাখাওয়াত হুসাইন"
21682,1021683,"মাওলানা জুনায়েদ বাবুনগরী                           ,                                                         মুফতী মাহফুজুর রহমান আশরাফ"
21683,1021684,কাজী আবদুল হালিম
21684,1021685,"মুফতী আব্দুর রউফ সাখরাভী                           ,                                                         মাওলানা মুহাম্মাদ সাইফুর রহমান কাসেমী"
21685,1021686,"মাওলানা মুহাম্মদ মুজিবুর রহমান                           ,                                                         মাওলানা আবদুল খালেক                           ,                                                         অধ্যাপক মাওলানা আতিকুর রহমান ভূঁইয়া                           ,                                                         ড. খ ম আব্দুর রাজ্জাক                           ,                                                         প্রফেসর ডাঃ মোঃ মতিয়ার রহমান                           ,                                                         মাওলানা জিয়াউর রহমান ফারুকী রহ.                           ,                                                         মাওলানা সরোয়ার হোসেন                           ,                                                         অধ্যাপক মাওলানা আবদুজ জাহের মাহ্‌মুদ                           ,                                                         প্রফেসর ড. ইঞ্জিঃ মোঃ কামরুল আহসান                           ,                                                         এ টি এম আতাউর রহমান                           ,                                                         ডাঃ আবদুল মোতালেব মতিন                           ,                                                         ডাঃ মোঃ মনির হোসেন"
21686,1021687,উম্মুল ফাতিমা ফাইযা
21687,1021688,"(شيخ الاسلام مفتي محمد تقي عثماني) শাইখুল ইসলাম মুফতী মুহাম্মদ তাকী উসমানী                           ,                                                          حكيم الامت مولانا اشرف علي تهانوي رح  ( হাকীমুল উম্মত মাওলানা আশরাফ আলী থানভী রহ.)                           ,                                                         মাওলানা খালিদ সাইফুল্লাহ রাহমানী"
21688,1021689,মাওলানা মুহাম্মদ যুবায়ের ছাহেব
21689,1021690,"শামস্‌ আল্‌দীন                           ,                                                         ড. বোরহান বুলবুল                           ,                                                         ড. অনুপম হাসান"
21690,1021691,মুহাম্মদ নুরউদ্দিন কাওছার
21691,1021692,ক্বারী মুহাম্মদ মুরাদ হোসাইন
21692,1021693,মো: মিজানুর রহমান
21693,1021694,কামরুল হাসান নাসিম
21694,1021695,পান্না রানী রায়
21695,1021696,আবু ইউসুফ মুহাম্মদ সুমন
21696,1021697,মোল্লা আবুবকর
21697,1021698,"মাওলানা নূরুল ইসলাম ওলীপুরী                           ,                                                         মাওলানা শহীদুল ইসলাম মাজহেরী"
21698,1021699,"মাওলানা মামুনুল হক                           ,                                                         মাওলানা শহীদুল ইসলাম মাজহেরী"
21699,1021700,ফাতেমা হোসেন
21700,1021701,নুরুজ্জামান মিলন
21701,1021702,রবি ইসলাম
21702,1021703,"মাওলানা শরীফ মুহাম্মদ আবু হানিফ                            ,                                                         মাওলানা মুহাম্মদ নূরুজ্জামান                           ,                                                         বেগম আফরোজা উদ্দীন ঢালী                           ,                                                         শাহ আলম খাঁন ফারুকী"
21703,1021704,"কাজী নজরুল ইসলাম                           ,                                                         মোহাম্মদ আবুল কাশেম                           ,                                                         মতিউর রহমান মল্লিক                           ,                                                         তারিক মনোয়ার হোসাইন                           ,                                                         এম আবু জাফর সিদ্দিকী                           ,                                                         মুহাম্মদ সালাহউদ্দীন ঢালী"
21704,1021705,"মাওলানা নূরুল ইসলাম ওলীপুরী                           ,                                                         মাওলানা মুহাম্মদ শহীদুল ইসলাম"
21705,1021706,"মাওলানা সা’দ সাহেব                           ,                                                         সুলতানা আলমাস নারগিয                           ,                                                         আব্দুল্লাহ আল মাসুম"
21706,1021707,"হুজ্জাতুল ইসলাম ইমাম গাযযালী রহ.                           ,                                                         মাওলানা মোহাম্মদ আব্দুল রহমান খন্দকার"
21707,1021708,"আবুল মোমেন                           ,                                                         ড. মোঃ সিরাজুল করিম                           ,                                                         সুলতানা কামাল                           ,                                                         মোঃ গোলাম মোস্তফা                           ,                                                         ফাতিমা পারভিন"
21708,1021709,আবদুর রউফ বাবুল মিয়া
21709,1021710,আব্দুল্লাহ আল মাসুদ
21710,1021711,"মোঃ রবিউল আউয়াল                           ,                                                         মোঃ কামরুজ্জামান"
21711,1021712,"প্রফেসর মোঃ আবু ইউসুফ                           ,                                                         আনিকা অনি                           ,                                                         ড. মোঃ মনিমুল হক"
21712,1021713,এম কে আলম
21713,1021714,মো. এরশাদ
21714,1021715,"হারুন-অর-রশিদ                           ,                                                         রনজিৎ কুমার শীল"
21715,1021716,ব্লু জিন্স
21716,1021717,ফরহাদ হোসেন মাসুম
21717,1021718,"নিকোলাই অস্ত্রোভস্কি                           ,                                                         রবীন্দ্র মজুমদার                           ,                                                         ড. সফিকুন্নবী সামাদী"
21718,1021719,ড. মুহাম্মদ নজরুল ইসলাম খান
21719,1021720,কাওসার ফারহাদ
21720,1021721,"দীপু সরকার                           ,                                                         রাফে জায়েদ"
21721,1021722,"শরীফ খান                           ,                                                         রবীন্দ্রনাথ ত্রিবেদী"
21722,1021723,"ড. আব্দুর রহমান রাফাত পাশা রহ.                           ,                                                         মাওলানা মাসউদুর রহমান"
21723,1021724,"حكيم الامت مولانا اشرف علي تهانوي رح  ( হাকীমুল উম্মত মাওলানা আশরাফ আলী থানভী রহ.)                           ,                                                         মাওলানা মাসউদুর রহমান"
21724,1021725,আল্লামা মুফতী আনোয়ার হোসেন চিশতী
21725,1021726,মাওলানা মাহবুবুর রহমান
21726,1021727,সাইয়্যেদ সুলায়মান নদভী
21727,1021728,মাওলানা আশেক মাহমুদ
21728,1021729,মাওলানা শামীম আহমাদ
21729,1021730,"আহমেদ রিয়াজ                           ,                                                         আশিক মুস্তাফা                           ,                                                         নিলয় নন্দী"
21730,1021731,শাইখ সিদ্দীক আল-মিনশভী
21731,1021732,মুফতী মুহাম্মদ রফী উসমানী
21732,1021733,শাফী বিন নূর
21733,1021734,আল্লামা ইবনে হাজার আসকালানী (র)
21734,1021735,মুফতী মুহাম্মাদ ইব্রাহীম আযম
21735,1021736,হাফেয মাওলানা মুফতী মুহাম্মদ ইমাদুদ্দীন
21736,1021737,"হাফেয মাওলানা মুফতী মুহাম্মদ ইমাদুদ্দীন                           ,                                                         মাওলানা সাদ হাছান ইউসুফী"
21737,1021738,মাওলানা হাকীম মুহাম্মদ আখতার ছাহেব
21738,1021739,এস এম সলেহীন
21739,1021740,আনোয়ার শাহজাহান
21740,1021741,মাওলানা আহমদ সৈয়দ কাওছার
21741,1021742,"জহির উদ্দিন বাবর                           ,                                                         কাউছার আহমাদ সোহাইল                           ,                                                         আতাউর রহমান খসরু                           ,                                                         মুহিব খান                           ,                                                         আবুল আলা মাসুম                           ,                                                         জিয়া হক                           ,                                                         নেছার আহমেদ                           ,                                                         মুনীরুল ইসলাম                           ,                                                         এনামুল কবির                           ,                                                         আবদুল আহাদ সালমান                           ,                                                         শরীফ মাহমুদ                           ,                                                         ইয়াকুব হুসাইন সোহান                           ,                                                         ইয়াছমিন আক্তার                           ,                                                         ইয়াছিন আহমাদ"
